,gid,domain,pairtype,ev_diff,L_id,L_x1,L_x2,L_x3,L_p1,L_p2,L_p3,L_ev,L_ev_var,H_id,H_x1,H_x2,H_x3,H_p1,H_p2,H_p3,H_ev,H_ev_var,prop_H_all,prop_H_all_old,prop_H_all_yng,prop_H_g1,prop_H_g1_old,prop_H_g1_yng,prop_H_g2,prop_H_g2_old,prop_H_g2_yng,ss_all,ss_all_old,ss_all_yng,ss_med_all,ss_med_old,ss_med_yng,ss_g1,ss_g1_old,ss_g1_yng,ss_g2,ss_g2_old,ss_g2_yng,sf_all,sf_all_old,sf_all_yng,sf_g1,sf_g1_old,sf_g1_yng,sf_g2,sf_g2_old,sf_g2_yng
66,S12G4,loss,HL-LH,1.01105263158,1.0,-3.0,-24.0,0.0,0.65,0.16578947368,0.18421052631,-5.9289473684,66.0467073427,20.0,-4.0,-12.0,0.0,0.56,0.22315789473,0.21684210526,-4.9178947368,16.9235209235,0.45714285714,0.45714285714,0.45714285714,0.5,0.57142857142,0.42857142857,0.44642857142,0.42857142857,0.46428571428,27.7285714286,27.3714285714,28.0857142857,19.0,17.0,22.0,15.2857142857,15.0,15.5714285714,30.8392857143,30.4642857143,31.2142857143,0.23588070884,0.26702946901,0.20473194868,0.77477423718,0.9805764411,0.56897203325,0.10115732676,0.08864272598,0.11367192754
54,S10G4,loss,HL-LH,1.03473684211,2.0,-2.0,-24.0,0.0,0.71,0.19421052631,0.09578947368,-6.0810526315,77.7126365698,10.0,-5.0,-1.0,-18.0,0.77,0.17315789473,0.05684210526,-5.0463157894,11.3970315399,0.38571428571,0.34285714285,0.42857142857,0.28571428571,0.28571428571,0.28571428571,0.41071428571,0.35714285714,0.46428571428,29.1285714286,29.4285714286,28.8285714286,20.5,19.0,21.0,13.3571428571,13.0,13.7142857143,33.0714285714,33.5357142857,32.6071428571,0.26547164737,0.306886915,0.22405637975,0.8061050061,1.0,0.61221001221,0.13031330769,0.13360864375,0.12701797163
4,S18G4,loss,HL-LH,1.05052631579,3.0,-1.0,-23.0,-18.0,0.74,0.08947368421,0.17052631578,-5.867368421,67.3562152134,20.0,-4.0,-12.0,0.0,0.68,0.1747368421,0.14526315789,-4.8168421052,12.7280972995,0.43478260869,0.4,0.47058823529,0.42857142857,0.57142857142,0.28571428571,0.43636363636,0.35714285714,0.51851851851,23.9285714286,21.9142857143,25.9428571429,19.0,16.0,22.0,14.1428571429,14.5714285714,13.7142857143,26.375,23.75,29.0,0.2794840019,0.27229198809,0.2866760157,0.94642857142,1.0,0.89285714285,0.11274785951,0.09036498511,0.13513073391
60,S13G4,loss,HL-LH,1.05210526316,14.0,-1.0,0.0,-18.0,0.41,0.28,0.31,-5.99,64.8091115234,21.0,-2.0,-12.0,0.0,0.29,0.36315789473,0.34684210526,-4.9378947368,29.3341579056,0.5652173913,0.6,0.5294117647,0.5,0.42857142857,0.57142857142,0.58181818181,0.64285714285,0.51851851851,26.8,20.9714285714,32.6285714286,20.0,17.0,25.0,21.5714285714,12.2857142857,30.8571428571,28.1071428571,23.1428571429,33.0714285714,0.25999851536,0.33380766673,0.186189364,0.72171263666,0.95535714285,0.48806813047,0.14456998504,0.1784202977,0.11071967238
61,S21G4,loss,HL-LH,1.06526315789,3.0,-1.0,-23.0,-18.0,0.74,0.15578947368,0.10421052631,-6.1989473684,77.8035456607,21.0,-2.0,-12.0,0.0,0.29,0.37947368421,0.33052631578,-5.1336842105,29.576582148,0.52631578947,0.57142857142,0.48275862069,0.61538461538,0.66666666666,0.57142857142,0.5,0.54545454545,0.45454545454,20.0285714286,18.0857142857,21.9714285714,12.0,12.0,12.0,13.2142857143,16.4285714286,10.0,21.7321428571,18.5,24.9642857143,0.27286922076,0.26630334738,0.27899736925,0.90795648795,0.99333333333,0.83477633477,0.08939956579,0.06802244212,0.1098472493
75,S1G4,loss,HL-LH,1.06578947368,14.0,-1.0,0.0,-18.0,0.44,0.24210526315,0.31789473684,-6.1621052631,65.5852401567,16.0,-5.0,-13.0,0.0,0.71,0.11894736842,0.17105263157,-5.0963157894,11.5194805195,0.47142857142,0.48571428571,0.45714285714,0.5,0.42857142857,0.57142857142,0.46428571428,0.5,0.42857142857,30.3571428571,30.9428571429,29.7714285714,26.0,21.0,26.0,24.9285714286,25.8571428571,24.0,31.7142857143,32.2142857143,31.2142857143,0.26403415801,0.28095363774,0.24711467827,0.90696805854,0.97154582763,0.84239028944,0.10330068287,0.10830559027,0.09829577548
23,S9G4,loss,HL-LH,1.07315789474,3.0,-1.0,-23.0,-18.0,0.74,0.14105263157,0.11894736842,-6.1252631578,76.3265306122,17.0,-3.0,-13.0,0.0,0.53,0.26631578947,0.20368421052,-5.0521052631,24.2444856731,0.55714285714,0.57142857142,0.54285714285,0.35714285714,0.42857142857,0.28571428571,0.60714285714,0.60714285714,0.60714285714,24.9428571429,23.2285714286,26.6571428571,20.0,18.0,20.0,13.3571428571,16.1428571429,10.5714285714,27.8392857143,25.0,30.6785714286,0.2352400544,0.27546968625,0.19501042255,0.83945578231,0.99319727891,0.68571428571,0.08418612243,0.09603778809,0.07233445677
36,S14G4,loss,HL-LH,1.07526315789,14.0,-1.0,0.0,-18.0,0.29,0.39578947368,0.31421052631,-5.9457894736,67.270459699,22.0,-8.0,-11.0,0.0,0.26,0.25368421052,0.48631578947,-4.8705263157,23.8014842301,0.6,0.57142857142,0.62857142857,0.78571428571,0.71428571428,0.85714285714,0.55357142857,0.53571428571,0.57142857142,27.0285714286,24.6285714286,29.4285714286,20.0,19.0,23.0,14.5714285714,15.5714285714,13.5714285714,30.1428571429,26.8928571429,33.3928571429,0.23784346429,0.24946253859,0.22622438998,0.74927557229,0.85714285714,0.64140828745,0.10998543729,0.09754245895,0.12242841562
57,S4G4,loss,HL-LH,1.07789473684,14.0,0.0,-1.0,-18.0,0.47,0.21368421052,0.31631578947,-5.907368421,68.1502782931,20.0,-4.0,-12.0,0.0,0.74,0.15578947368,0.10421052631,-4.8294736842,10.7689136261,0.51428571428,0.48571428571,0.54285714285,0.35714285714,0.14285714285,0.57142857142,0.55357142857,0.57142857142,0.53571428571,28.1285714286,25.6285714286,30.6285714286,19.5,17.0,23.0,19.4285714286,18.2857142857,20.5714285714,30.3035714286,27.4642857143,33.1428571429,0.23559149876,0.26941281382,0.2017701837,0.83438848512,0.91964285714,0.7491341131,0.08589225217,0.10685530299,0.06492920136
80,S3G4,loss,HL-LH,1.07789473684,2.0,-2.0,-24.0,0.0,0.74,0.18526315789,0.0747368421,-5.9263157894,74.1430632859,20.0,-4.0,-12.0,0.0,0.59,0.20736842105,0.20263157894,-4.8484210526,15.6668728097,0.5,0.45714285714,0.54285714285,0.35714285714,0.14285714285,0.57142857142,0.53571428571,0.53571428571,0.53571428571,28.0857142857,25.5142857143,30.6571428571,21.5,22.0,20.0,18.6428571429,22.2857142857,15.0,30.4464285714,26.3214285714,34.5714285714,0.2899901553,0.29541191645,0.28456839414,0.99691889742,0.9970845481,0.99675324675,0.11325796976,0.11999375854,0.10652218099
17,S19G4,loss,HL-LH,1.15578947368,14.0,-1.0,0.0,-18.0,0.44,0.25052631578,0.30947368421,-6.0105263157,64.4794887652,20.0,-4.0,-12.0,0.0,0.59,0.20789473684,0.20210526315,-4.8547368421,15.6668728097,0.42424242424,0.33333333333,0.51515151515,0.5,0.42857142857,0.57142857142,0.40384615384,0.30769230769,0.5,25.5571428571,23.2,27.9142857143,17.5,19.0,17.0,21.2857142857,21.2857142857,21.2857142857,26.625,23.6785714286,29.5714285714,0.26162152828,0.28846746215,0.2355651807,0.89102564102,0.93681318681,0.84523809523,0.09536383813,0.11391284398,0.07750183249
