"subject" "problem" "trial" "option" "outcome" "lastsample"
"867" 15 2 6 0 0 0
"868" 15 2 7 0 0 0
"869" 15 2 8 1 0 0
"870" 15 2 9 0 0 0
"871" 15 2 10 1 3 0
"872" 15 2 11 0 0 0
"873" 15 2 12 1 3 0
"874" 15 2 13 0 0 0
"875" 15 2 14 1 0 0
"876" 15 2 15 0 0 0
"877" 15 2 16 1 3 0
"878" 15 2 17 0 0 0
"879" 15 2 18 1 0 0
"880" 15 2 19 0 0 0
"881" 15 2 20 1 0 0
"882" 15 2 21 0 4 0
"883" 15 2 22 1 0 0
"884" 15 2 23 0 0 0
"885" 15 2 24 1 3 0
"886" 15 2 25 0 4 0
"887" 15 2 26 1 0 0
"888" 15 2 27 0 0 0
"889" 15 2 28 1 0 0
"890" 15 2 29 0 0 0
"891" 15 2 30 1 0 0
"892" 15 2 31 0 0 0
"893" 15 2 32 1 0 0
"894" 15 2 33 0 0 0
"895" 15 2 34 1 3 0
"896" 15 2 35 0 4 0
"897" 15 2 36 1 0 0
"898" 15 2 37 0 0 0
"899" 15 2 38 1 0 0
"900" 15 2 39 0 0 0
"901" 15 2 40 1 3 0
"902" 15 2 41 0 0 0
"903" 15 2 42 1 0 0
"904" 15 2 43 0 4 1
"905" 16 2 1 1 0 0
"906" 16 2 2 1 0 0
"907" 16 2 3 1 3 0
"908" 16 2 4 1 0 0
"909" 16 2 5 1 0 0
"910" 16 2 6 1 0 0
"911" 16 2 7 1 0 0
"912" 16 2 8 0 0 0
"913" 16 2 9 0 0 0
"914" 16 2 10 0 0 0
"915" 16 2 11 0 4 0
"916" 16 2 12 0 0 0
"917" 16 2 13 0 0 0
"918" 16 2 14 0 0 1
"919" 17 2 1 1 0 0
"920" 17 2 2 0 0 1
"921" 18 2 1 0 0 0
"922" 18 2 2 1 0 0
"923" 18 2 3 0 0 0
"924" 18 2 4 1 0 0
"925" 18 2 5 0 4 0
"926" 18 2 6 1 0 0
"927" 18 2 7 0 0 0
"928" 18 2 8 1 0 0
"929" 18 2 9 0 4 0
"930" 18 2 10 1 0 0
"931" 18 2 11 0 0 0
"932" 18 2 12 1 0 0
"933" 18 2 13 0 4 0
"934" 18 2 14 1 0 0
"935" 18 2 15 0 0 1
"936" 19 2 1 0 0 0
"937" 19 2 2 1 0 0
"938" 19 2 3 0 4 0
"939" 19 2 4 1 0 0
"940" 19 2 5 0 0 0
"941" 19 2 6 1 3 0
"942" 19 2 7 0 0 0
"943" 19 2 8 1 0 1
"944" 20 2 1 0 0 0
"945" 20 2 2 1 0 0
"946" 20 2 3 1 0 0
"947" 20 2 4 1 0 0
"948" 20 2 5 1 0 0
"949" 20 2 6 0 0 0
"950" 20 2 7 0 0 0
"951" 20 2 8 0 0 0
"952" 20 2 9 0 4 0
"953" 20 2 10 0 0 0
"954" 20 2 11 1 0 1
"955" 21 2 1 0 0 0
"956" 21 2 2 0 0 0
"957" 21 2 3 0 0 0
"958" 21 2 4 0 4 0
"959" 21 2 5 0 4 0
"960" 21 2 6 0 4 0
"961" 21 2 7 0 0 0
"962" 21 2 8 0 0 0
"963" 21 2 9 1 0 0
"964" 21 2 10 1 0 0
"965" 21 2 11 1 3 0
"966" 21 2 12 1 3 0
"967" 21 2 13 0 4 0
"968" 21 2 14 1 0 0
"969" 21 2 15 0 0 1
"970" 22 2 1 0 0 0
"971" 22 2 2 0 0 0
"972" 22 2 3 0 4 0
"973" 22 2 4 0 0 0
"974" 22 2 5 0 0 0
"975" 22 2 6 0 0 0
"976" 22 2 7 0 0 0
"977" 22 2 8 1 0 0
"978" 22 2 9 1 0 0
"979" 22 2 10 1 0 0
"980" 22 2 11 1 3 0
"981" 22 2 12 1 0 0
"982" 22 2 13 1 0 0
"983" 22 2 14 1 3 1
"984" 23 2 1 1 0 0
"985" 23 2 2 0 0 0
"986" 23 2 3 1 0 0
"987" 23 2 4 0 0 0
"988" 23 2 5 0 0 0
"989" 23 2 6 1 0 1
"990" 24 2 1 1 0 0
"991" 24 2 2 1 3 0
"992" 24 2 3 1 3 0
"993" 24 2 4 1 0 0
"994" 24 2 5 1 0 0
"995" 24 2 6 1 0 0
"996" 24 2 7 1 0 0
"997" 24 2 8 1 0 0
"998" 24 2 9 1 0 0
"999" 24 2 10 1 0 0
"1000" 24 2 11 1 0 0
"1001" 24 2 12 1 0 0
"1002" 24 2 13 1 0 0
"1003" 24 2 14 0 0 0
"1004" 24 2 15 0 0 0
"1005" 24 2 16 0 0 0
"1006" 24 2 17 0 4 0
"1007" 24 2 18 0 0 0
"1008" 24 2 19 0 4 1
"1009" 25 2 1 1 0 0
"1010" 25 2 2 0 0 0
"1011" 25 2 3 1 0 0
"1012" 25 2 4 0 0 0
"1013" 25 2 5 1 0 0
"1014" 25 2 6 0 0 0
"1015" 25 2 7 1 0 1
"1016" 1 3 1 1 0 0
"1017" 1 3 2 1 0 0
"1018" 1 3 3 1 0 0
"1019" 1 3 4 1 -32 0
"1020" 1 3 5 1 0 0
"1021" 1 3 6 1 0 0
"1022" 1 3 7 1 0 0
"1023" 1 3 8 1 -32 0
"1024" 1 3 9 1 -32 0
"1025" 1 3 10 1 0 0
"1026" 1 3 11 1 0 0
"1027" 1 3 12 0 -3 0
"1028" 1 3 13 0 -3 0
"1029" 1 3 14 0 -3 0
"1030" 1 3 15 0 -3 0
"1031" 1 3 16 0 -3 0
"1032" 1 3 17 0 -3 0
"1033" 1 3 18 0 -3 0
"1034" 1 3 19 1 0 0
"1035" 1 3 20 0 -3 0
"1036" 1 3 21 1 0 0
"1037" 1 3 22 0 -3 0
"1038" 1 3 23 0 -3 0
"1039" 1 3 24 0 -3 0
"1040" 1 3 25 0 -3 0
"1041" 1 3 26 0 -3 0
"1042" 1 3 27 0 -3 0
"1043" 1 3 28 0 -3 0
"1044" 1 3 29 0 -3 0
"1045" 1 3 30 0 -3 0
"1046" 1 3 31 0 -3 0
"1047" 1 3 32 1 0 0
"1048" 1 3 33 0 -3 0
"1049" 1 3 34 1 0 0
"1050" 1 3 35 1 0 0
"1051" 1 3 36 1 0 0
"1052" 1 3 37 1 0 0
"1053" 1 3 38 1 0 0
"1054" 1 3 39 1 0 0
"1055" 1 3 40 0 -3 0
"1056" 1 3 41 0 -3 0
"1057" 1 3 42 0 -3 0
"1058" 1 3 43 0 -3 0
"1059" 1 3 44 0 -3 0
"1060" 1 3 45 0 -3 0
"1061" 1 3 46 0 -3 0
"1062" 1 3 47 0 -3 0
"1063" 1 3 48 0 -3 0
"1064" 1 3 49 0 -3 0
"1065" 1 3 50 0 -3 0
"1066" 1 3 51 0 -3 0
"1067" 1 3 52 0 -3 0
"1068" 1 3 53 0 -3 0
"1069" 1 3 54 0 -3 0
"1070" 1 3 55 0 -3 0
"1071" 1 3 56 0 -3 0
"1072" 1 3 57 0 -3 0
"1073" 1 3 58 0 -3 0
"1074" 1 3 59 0 -3 0
"1075" 1 3 60 0 -3 0
"1076" 1 3 61 0 -3 0
"1077" 1 3 62 0 -3 0
"1078" 1 3 63 0 -3 0
"1079" 1 3 64 1 0 0
"1080" 1 3 65 1 0 0
"1081" 1 3 66 1 0 0
"1082" 1 3 67 1 0 0
"1083" 1 3 68 1 0 0
"1084" 1 3 69 1 0 0
"1085" 1 3 70 1 -32 0
"1086" 1 3 71 1 0 0
"1087" 1 3 72 1 0 0
"1088" 1 3 73 1 0 0
"1089" 1 3 74 1 0 0
"1090" 1 3 75 1 0 0
"1091" 1 3 76 1 0 0
"1092" 1 3 77 1 0 0
"1093" 1 3 78 1 -32 0
"1094" 1 3 79 1 -32 0
"1095" 1 3 80 1 0 0
"1096" 1 3 81 1 0 0
"1097" 1 3 82 1 0 0
"1098" 1 3 83 1 0 0
"1099" 1 3 84 1 -32 0
"1100" 1 3 85 1 0 0
"1101" 1 3 86 1 -32 0
"1102" 1 3 87 1 0 0
"1103" 1 3 88 1 0 0
"1104" 1 3 89 1 0 0
"1105" 1 3 90 1 0 0
"1106" 1 3 91 1 0 0
"1107" 1 3 92 1 0 0
"1108" 1 3 93 1 0 0
"1109" 1 3 94 1 0 0
"1110" 1 3 95 1 0 0
"1111" 1 3 96 1 0 0
"1112" 1 3 97 1 0 0
"1113" 1 3 98 1 0 0
"1114" 1 3 99 1 0 0
"1115" 1 3 100 1 0 0
"1116" 1 3 101 1 0 0
"1117" 1 3 102 1 0 0
"1118" 1 3 103 1 0 0
"1119" 1 3 104 1 0 0
"1120" 1 3 105 1 0 0
"1121" 1 3 106 1 0 0
"1122" 1 3 107 1 0 0
"1123" 1 3 108 1 0 0
"1124" 1 3 109 1 0 0
"1125" 1 3 110 1 0 0
"1126" 1 3 111 0 -3 0
"1127" 1 3 112 0 -3 0
"1128" 1 3 113 0 -3 0
"1129" 1 3 114 0 -3 0
"1130" 1 3 115 0 -3 0
"1131" 1 3 116 0 -3 0
"1132" 1 3 117 0 -3 0
"1133" 1 3 118 0 -3 0
"1134" 1 3 119 0 -3 0
"1135" 1 3 120 0 -3 0
"1136" 1 3 121 0 -3 0
"1137" 1 3 122 0 -3 0
"1138" 1 3 123 0 -3 0
"1139" 1 3 124 0 -3 0
"1140" 1 3 125 0 -3 0
"1141" 1 3 126 0 -3 0
"1142" 1 3 127 0 -3 0
"1143" 1 3 128 0 -3 0
"1144" 1 3 129 0 -3 0
"1145" 1 3 130 0 -3 0
"1146" 1 3 131 0 -3 0
"1147" 1 3 132 0 -3 0
"1148" 1 3 133 0 -3 0
"1149" 1 3 134 0 -3 0
"1150" 1 3 135 0 -3 0
"1151" 1 3 136 0 -3 0
"1152" 1 3 137 0 -3 0
"1153" 1 3 138 0 -3 0
"1154" 1 3 139 0 -3 0
"1155" 1 3 140 0 -3 0
"1156" 1 3 141 0 -3 0
"1157" 1 3 142 1 -32 0
"1158" 1 3 143 1 0 0
"1159" 1 3 144 1 0 0
"1160" 1 3 145 1 0 0
"1161" 1 3 146 1 0 0
"1162" 1 3 147 1 0 0
"1163" 1 3 148 1 0 0
"1164" 1 3 149 1 0 0
"1165" 1 3 150 1 0 0
"1166" 1 3 151 1 0 0
"1167" 1 3 152 1 0 0
"1168" 1 3 153 1 0 0
"1169" 1 3 154 1 0 0
"1170" 1 3 155 1 0 0
"1171" 1 3 156 1 0 0
"1172" 1 3 157 1 0 0
"1173" 1 3 158 1 0 0
"1174" 1 3 159 1 0 0
"1175" 1 3 160 1 0 0
"1176" 1 3 161 1 0 0
"1177" 1 3 162 1 0 0
"1178" 1 3 163 1 0 0
"1179" 1 3 164 1 0 0
"1180" 1 3 165 1 0 0
"1181" 1 3 166 1 0 0
"1182" 1 3 167 1 0 0
"1183" 1 3 168 1 0 0
"1184" 1 3 169 1 0 0
"1185" 1 3 170 1 0 0
"1186" 1 3 171 1 0 0
"1187" 1 3 172 1 0 0
"1188" 1 3 173 1 0 0
"1189" 1 3 174 1 0 0
"1190" 1 3 175 1 0 0
"1191" 1 3 176 1 0 0
"1192" 1 3 177 0 -3 0
"1193" 1 3 178 0 -3 0
"1194" 1 3 179 0 -3 0
"1195" 1 3 180 0 -3 0
"1196" 1 3 181 0 -3 0
"1197" 1 3 182 0 -3 0
"1198" 1 3 183 1 0 0
"1199" 1 3 184 1 0 0
"1200" 1 3 185 1 0 0
"1201" 1 3 186 1 0 0
"1202" 1 3 187 1 0 0
"1203" 1 3 188 1 0 0
"1204" 1 3 189 0 -3 0
"1205" 1 3 190 0 -3 0
"1206" 1 3 191 0 -3 0
"1207" 1 3 192 0 -3 0
"1208" 1 3 193 0 -3 0
"1209" 1 3 194 0 -3 0
"1210" 1 3 195 1 0 0
"1211" 1 3 196 1 0 0
"1212" 1 3 197 1 0 0
"1213" 1 3 198 1 0 0
"1214" 1 3 199 1 0 1
"1215" 2 3 1 0 -3 0
"1216" 2 3 2 0 -3 0
"1217" 2 3 3 0 -3 0
"1218" 2 3 4 0 -3 0
"1219" 2 3 5 0 -3 0
"1220" 2 3 6 0 -3 0
"1221" 2 3 7 0 -3 0
"1222" 2 3 8 0 -3 0
"1223" 2 3 9 0 -3 0
"1224" 2 3 10 0 -3 0
"1225" 2 3 11 0 -3 0
"1226" 2 3 12 0 -3 0
"1227" 2 3 13 0 -3 0
"1228" 2 3 14 1 0 0
"1229" 2 3 15 1 0 0
"1230" 2 3 16 1 0 0
"1231" 2 3 17 1 0 0
"1232" 2 3 18 1 0 0
"1233" 2 3 19 1 0 0
"1234" 2 3 20 1 0 0
"1235" 2 3 21 1 0 0
"1236" 2 3 22 1 0 0
"1237" 2 3 23 1 0 0
"1238" 2 3 24 1 0 0
"1239" 2 3 25 1 0 0
"1240" 2 3 26 1 0 0
"1241" 2 3 27 1 0 0
"1242" 2 3 28 1 0 0
"1243" 2 3 29 1 0 0
"1244" 2 3 30 1 0 0
"1245" 2 3 31 1 0 1
"1246" 3 3 1 1 0 0
"1247" 3 3 2 0 -3 0
"1248" 3 3 3 1 0 0
"1249" 3 3 4 0 -3 0
"1250" 3 3 5 1 -32 0
"1251" 3 3 6 0 -3 0
"1252" 3 3 7 1 0 0
"1253" 3 3 8 0 -3 0
"1254" 3 3 9 1 0 0
"1255" 3 3 10 1 0 0
"1256" 3 3 11 1 0 0
"1257" 3 3 12 1 0 0
"1258" 3 3 13 0 -3 0
"1259" 3 3 14 0 -3 0
"1260" 3 3 15 0 -3 0
"1261" 3 3 16 1 0 0
"1262" 3 3 17 1 0 0
"1263" 3 3 18 1 -32 0
"1264" 3 3 19 1 0 1
"1265" 4 3 1 1 -32 0
"1266" 4 3 2 0 -3 1
"1267" 5 3 1 1 0 0
"1268" 5 3 2 0 -3 0
"1269" 5 3 3 1 0 0
"1270" 5 3 4 0 -3 0
"1271" 5 3 5 1 0 0
"1272" 5 3 6 0 -3 0
"1273" 5 3 7 0 -3 0
"1274" 5 3 8 0 -3 0
"1275" 5 3 9 1 0 0
"1276" 5 3 10 1 -32 0
"1277" 5 3 11 1 0 0
"1278" 5 3 12 1 -32 0
"1279" 5 3 13 1 0 0
"1280" 5 3 14 0 -3 0
"1281" 5 3 15 1 0 0
"1282" 5 3 16 0 -3 0
"1283" 5 3 17 1 0 0
"1284" 5 3 18 0 -3 1
"1285" 6 3 1 1 0 0
"1286" 6 3 2 0 -3 0
"1287" 6 3 3 1 0 0
"1288" 6 3 4 0 -3 0
"1289" 6 3 5 1 0 0
"1290" 6 3 6 0 -3 0
"1291" 6 3 7 1 0 0
"1292" 6 3 8 0 -3 1
"1293" 7 3 1 0 -3 0
"1294" 7 3 2 0 -3 0
"1295" 7 3 3 0 -3 0
"1296" 7 3 4 0 -3 0
"1297" 7 3 5 0 -3 0
"1298" 7 3 6 0 -3 0
"1299" 7 3 7 0 -3 0
"1300" 7 3 8 1 0 0
"1301" 7 3 9 1 0 0
"1302" 7 3 10 1 0 0
"1303" 7 3 11 1 0 0
"1304" 7 3 12 1 0 0
"1305" 7 3 13 1 0 0
"1306" 7 3 14 1 0 0
"1307" 7 3 15 1 0 0
"1308" 7 3 16 0 -3 0
"1309" 7 3 17 0 -3 1
"1310" 8 3 1 1 0 0
"1311" 8 3 2 1 0 0
"1312" 8 3 3 0 -3 0
"1313" 8 3 4 0 -3 0
"1314" 8 3 5 0 -3 0
"1315" 8 3 6 0 -3 0
"1316" 8 3 7 0 -3 0
"1317" 8 3 8 1 0 0
"1318" 8 3 9 1 0 1
"1319" 9 3 1 1 0 0
"1320" 9 3 2 1 0 0
"1321" 9 3 3 0 -3 0
"1322" 9 3 4 0 -3 0
"1323" 9 3 5 0 -3 0
"1324" 9 3 6 0 -3 0
"1325" 9 3 7 0 -3 0
"1326" 9 3 8 0 -3 0
"1327" 9 3 9 0 -3 0
"1328" 9 3 10 0 -3 0
"1329" 9 3 11 0 -3 0
"1330" 9 3 12 0 -3 0
"1331" 9 3 13 1 0 0
"1332" 9 3 14 1 0 0
"1333" 9 3 15 1 0 0
"1334" 9 3 16 1 -32 0
"1335" 9 3 17 1 0 1
"1336" 10 3 1 1 0 0
"1337" 10 3 2 0 -3 0
"1338" 10 3 3 1 0 0
"1339" 10 3 4 0 -3 0
"1340" 10 3 5 1 0 0
"1341" 10 3 6 0 -3 1
"1342" 11 3 1 1 0 0
"1343" 11 3 2 0 -3 0
"1344" 11 3 3 1 0 0
"1345" 11 3 4 0 -3 0
"1346" 11 3 5 1 0 0
"1347" 11 3 6 1 0 0
"1348" 11 3 7 1 0 0
"1349" 11 3 8 1 0 0
"1350" 11 3 9 0 -3 0
"1351" 11 3 10 0 -3 0
"1352" 11 3 11 0 -3 0
"1353" 11 3 12 0 -3 0
"1354" 11 3 13 0 -3 0
"1355" 11 3 14 1 0 1
"1356" 12 3 1 1 0 0
"1357" 12 3 2 1 0 0
"1358" 12 3 3 1 0 0
"1359" 12 3 4 1 0 0
"1360" 12 3 5 1 0 0
"1361" 12 3 6 1 0 0
"1362" 12 3 7 1 -32 0
"1363" 12 3 8 0 -3 0
"1364" 12 3 9 0 -3 0
"1365" 12 3 10 0 -3 0
"1366" 12 3 11 0 -3 0
"1367" 12 3 12 0 -3 0
"1368" 12 3 13 0 -3 0
"1369" 12 3 14 0 -3 0
"1370" 12 3 15 1 0 0
"1371" 12 3 16 1 0 0
"1372" 12 3 17 1 0 0
"1373" 12 3 18 1 0 0
"1374" 12 3 19 1 0 0
"1375" 12 3 20 1 0 0
"1376" 12 3 21 1 0 0
"1377" 12 3 22 1 0 0
"1378" 12 3 23 1 0 0
"1379" 12 3 24 1 -32 0
"1380" 12 3 25 1 0 0
"1381" 12 3 26 0 -3 0
"1382" 12 3 27 0 -3 0
"1383" 12 3 28 0 -3 0
"1384" 12 3 29 0 -3 0
"1385" 12 3 30 0 -3 0
"1386" 12 3 31 0 -3 0
"1387" 12 3 32 0 -3 0
"1388" 12 3 33 0 -3 0
"1389" 12 3 34 0 -3 0
"1390" 12 3 35 0 -3 0
"1391" 12 3 36 1 0 1
"1392" 13 3 1 0 -3 0
"1393" 13 3 2 0 -3 0
"1394" 13 3 3 0 -3 0
"1395" 13 3 4 0 -3 0
"1396" 13 3 5 0 -3 0
"1397" 13 3 6 1 0 0
"1398" 13 3 7 1 -32 0
"1399" 13 3 8 1 0 0
"1400" 13 3 9 1 0 0
"1401" 13 3 10 1 0 0
"1402" 13 3 11 1 0 0
"1403" 13 3 12 1 0 0
"1404" 13 3 13 1 -32 0
"1405" 13 3 14 0 -3 1
"1406" 14 3 1 1 0 0
"1407" 14 3 2 1 0 0
"1408" 14 3 3 1 0 0
"1409" 14 3 4 1 0 0
"1410" 14 3 5 1 0 0
"1411" 14 3 6 1 0 0
"1412" 14 3 7 1 0 0
"1413" 14 3 8 1 0 0
"1414" 14 3 9 0 -3 0
"1415" 14 3 10 0 -3 0
"1416" 14 3 11 0 -3 0
"1417" 14 3 12 0 -3 0
"1418" 14 3 13 0 -3 0
"1419" 14 3 14 0 -3 0
"1420" 14 3 15 0 -3 1
"1421" 15 3 1 1 -32 0
"1422" 15 3 2 1 0 0
"1423" 15 3 3 1 0 0
"1424" 15 3 4 1 0 0
"1425" 15 3 5 1 0 0
"1426" 15 3 6 1 0 0
"1427" 15 3 7 1 0 0
"1428" 15 3 8 1 0 0
"1429" 15 3 9 1 0 0
"1430" 15 3 10 1 0 0
"1431" 15 3 11 1 0 0
"1432" 15 3 12 1 0 0
"1433" 15 3 13 1 0 0
"1434" 15 3 14 1 0 0
"1435" 15 3 15 1 0 0
"1436" 15 3 16 1 0 0
"1437" 15 3 17 0 -3 0
"1438" 15 3 18 0 -3 0
"1439" 15 3 19 0 -3 0
"1440" 15 3 20 0 -3 0
"1441" 15 3 21 0 -3 0
"1442" 15 3 22 0 -3 0
"1443" 15 3 23 0 -3 0
"1444" 15 3 24 0 -3 0
"1445" 15 3 25 0 -3 0
"1446" 15 3 26 0 -3 1
"1447" 16 3 1 0 -3 0
"1448" 16 3 2 0 -3 0
"1449" 16 3 3 1 0 0
"1450" 16 3 4 1 0 0
"1451" 16 3 5 1 0 0
"1452" 16 3 6 0 -3 0
"1453" 16 3 7 0 -3 1
"1454" 17 3 1 1 0 0
"1455" 17 3 2 1 -32 0
"1456" 17 3 3 1 0 0
"1457" 17 3 4 1 0 0
"1458" 17 3 5 1 0 0
"1459" 17 3 6 1 0 0
"1460" 17 3 7 1 0 0
"1461" 17 3 8 1 0 0
"1462" 17 3 9 1 -32 0
"1463" 17 3 10 0 -3 0
"1464" 17 3 11 0 -3 0
"1465" 17 3 12 0 -3 0
"1466" 17 3 13 0 -3 0
"1467" 17 3 14 0 -3 0
"1468" 17 3 15 0 -3 0
"1469" 17 3 16 0 -3 0
"1470" 17 3 17 0 -3 1
"1471" 18 3 1 0 -3 0
"1472" 18 3 2 0 -3 0
"1473" 18 3 3 0 -3 0
"1474" 18 3 4 1 0 1
"1475" 19 3 1 0 -3 0
"1476" 19 3 2 1 0 0
"1477" 19 3 3 0 -3 0
"1478" 19 3 4 1 0 0
"1479" 19 3 5 1 -32 0
"1480" 19 3 6 0 -3 0
"1481" 19 3 7 0 -3 0
"1482" 19 3 8 0 -3 0
"1483" 19 3 9 0 -3 0
"1484" 19 3 10 1 0 0
"1485" 19 3 11 1 0 1
"1486" 20 3 1 0 -3 0
"1487" 20 3 2 0 -3 0
"1488" 20 3 3 0 -3 0
"1489" 20 3 4 0 -3 0
"1490" 20 3 5 0 -3 0
"1491" 20 3 6 1 0 0
"1492" 20 3 7 1 0 0
"1493" 20 3 8 1 0 0
"1494" 20 3 9 1 -32 0
"1495" 20 3 10 1 0 0
"1496" 20 3 11 1 0 0
"1497" 20 3 12 1 0 0
"1498" 20 3 13 1 0 0
"1499" 20 3 14 0 -3 0
"1500" 20 3 15 0 -3 0
"1501" 20 3 16 0 -3 0
"1502" 20 3 17 0 -3 0
"1503" 20 3 18 0 -3 0
"1504" 20 3 19 0 -3 1
"1505" 21 3 1 1 0 0
"1506" 21 3 2 0 -3 1
"1507" 22 3 1 1 0 0
"1508" 22 3 2 1 0 0
"1509" 22 3 3 0 -3 0
"1510" 22 3 4 0 -3 0
"1511" 22 3 5 0 -3 0
"1512" 22 3 6 0 -3 0
"1513" 22 3 7 0 -3 0
"1514" 22 3 8 0 -3 0
"1515" 22 3 9 0 -3 0
"1516" 22 3 10 1 -32 0
"1517" 22 3 11 1 0 0
"1518" 22 3 12 1 0 1
"1519" 23 3 1 1 0 0
"1520" 23 3 2 1 0 0
"1521" 23 3 3 1 0 0
"1522" 23 3 4 1 -32 0
"1523" 23 3 5 1 0 0
"1524" 23 3 6 0 -3 0
"1525" 23 3 7 0 -3 0
"1526" 23 3 8 0 -3 0
"1527" 23 3 9 0 -3 1
"1528" 24 3 1 1 0 0
"1529" 24 3 2 1 0 0
"1530" 24 3 3 1 0 0
"1531" 24 3 4 1 0 0
"1532" 24 3 5 1 0 0
"1533" 24 3 6 1 0 0
"1534" 24 3 7 1 0 0
"1535" 24 3 8 1 -32 0
"1536" 24 3 9 1 0 0
"1537" 24 3 10 1 0 0
"1538" 24 3 11 0 -3 0
"1539" 24 3 12 0 -3 0
"1540" 24 3 13 0 -3 0
"1541" 24 3 14 0 -3 0
"1542" 24 3 15 0 -3 0
"1543" 24 3 16 0 -3 1
"1544" 25 3 1 1 0 0
"1545" 25 3 2 1 -32 0
"1546" 25 3 3 1 0 0
"1547" 25 3 4 1 0 0
"1548" 25 3 5 1 0 0
"1549" 25 3 6 1 0 0
"1550" 25 3 7 0 -3 0
"1551" 25 3 8 0 -3 0
"1552" 25 3 9 0 -3 0
"1553" 25 3 10 0 -3 0
"1554" 25 3 11 0 -3 0
"1555" 25 3 12 0 -3 0
"1556" 25 3 13 0 -3 0
"1557" 25 3 14 1 0 0
"1558" 25 3 15 1 0 0
"1559" 25 3 16 1 0 0
"1560" 25 3 17 1 0 0
"1561" 25 3 18 1 0 0
"1562" 25 3 19 1 0 0
"1563" 25 3 20 1 -32 0
"1564" 25 3 21 1 0 1
"1565" 26 4 1 1 -4 0
"1566" 26 4 2 1 -4 0
"1567" 26 4 3 1 -4 0
"1568" 26 4 4 1 -4 0
"1569" 26 4 5 1 0 0
"1570" 26 4 6 1 -4 0
"1571" 26 4 7 1 -4 0
"1572" 26 4 8 1 -4 0
"1573" 26 4 9 1 -4 0
"1574" 26 4 10 1 0 0
"1575" 26 4 11 1 -4 0
"1576" 26 4 12 1 0 0
"1577" 26 4 13 1 0 0
"1578" 26 4 14 1 -4 0
"1579" 26 4 15 1 -4 0
"1580" 26 4 16 1 0 0
"1581" 26 4 17 1 -4 0
"1582" 26 4 18 1 -4 0
"1583" 26 4 19 1 -4 0
"1584" 26 4 20 1 -4 0
"1585" 26 4 21 1 -4 0
"1586" 26 4 22 1 -4 0
"1587" 26 4 23 1 -4 0
"1588" 26 4 24 0 -3 0
"1589" 26 4 25 0 -3 0
"1590" 26 4 26 0 -3 0
"1591" 26 4 27 0 -3 0
"1592" 26 4 28 0 -3 0
"1593" 26 4 29 0 -3 0
"1594" 26 4 30 0 -3 0
"1595" 26 4 31 0 -3 0
"1596" 26 4 32 0 -3 0
"1597" 26 4 33 0 -3 0
"1598" 26 4 34 0 -3 0
"1599" 26 4 35 0 -3 0
"1600" 26 4 36 0 -3 0
"1601" 26 4 37 0 -3 0
"1602" 26 4 38 1 0 0
"1603" 26 4 39 1 -4 0
"1604" 26 4 40 1 -4 0
"1605" 26 4 41 1 -4 0
"1606" 26 4 42 1 0 0
"1607" 26 4 43 1 -4 0
"1608" 26 4 44 1 -4 0
"1609" 26 4 45 1 -4 0
"1610" 26 4 46 1 -4 0
"1611" 26 4 47 1 -4 0
"1612" 26 4 48 1 0 0
"1613" 26 4 49 1 0 0
"1614" 26 4 50 1 -4 0
"1615" 26 4 51 1 0 0
"1616" 26 4 52 1 -4 0
"1617" 26 4 53 1 -4 0
"1618" 26 4 54 1 -4 0
"1619" 26 4 55 1 -4 0
"1620" 26 4 56 1 -4 0
"1621" 26 4 57 0 -3 0
"1622" 26 4 58 0 -3 0
"1623" 26 4 59 0 -3 0
"1624" 26 4 60 0 -3 0
"1625" 26 4 61 0 -3 0
"1626" 26 4 62 0 -3 0
"1627" 26 4 63 0 -3 0
"1628" 26 4 64 0 -3 0
"1629" 26 4 65 1 -4 0
"1630" 26 4 66 1 -4 0
"1631" 26 4 67 1 -4 0
"1632" 26 4 68 1 -4 0
"1633" 26 4 69 1 -4 0
"1634" 26 4 70 1 -4 0
"1635" 26 4 71 1 0 0
"1636" 26 4 72 1 -4 0
"1637" 26 4 73 1 -4 1
"1638" 27 4 1 1 -4 0
"1639" 27 4 2 1 -4 0
"1640" 27 4 3 1 -4 0
"1641" 27 4 4 1 -4 0
"1642" 27 4 5 1 0 0
"1643" 27 4 6 1 -4 0
"1644" 27 4 7 1 -4 0
"1645" 27 4 8 1 -4 0
"1646" 27 4 9 1 -4 0
"1647" 27 4 10 1 -4 0
"1648" 27 4 11 1 -4 0
"1649" 27 4 12 1 -4 0
"1650" 27 4 13 1 0 0
"1651" 27 4 14 0 -3 0
"1652" 27 4 15 0 -3 0
"1653" 27 4 16 0 -3 0
"1654" 27 4 17 0 -3 0
"1655" 27 4 18 0 -3 0
"1656" 27 4 19 0 -3 0
"1657" 27 4 20 0 -3 0
"1658" 27 4 21 0 -3 0
"1659" 27 4 22 0 -3 0
"1660" 27 4 23 0 -3 0
"1661" 27 4 24 0 -3 0
"1662" 27 4 25 0 -3 0
"1663" 27 4 26 0 -3 0
"1664" 27 4 27 0 -3 0
"1665" 27 4 28 0 -3 0
"1666" 27 4 29 0 -3 1
"1667" 28 4 1 0 -3 0
"1668" 28 4 2 0 -3 0
"1669" 28 4 3 0 -3 0
"1670" 28 4 4 0 -3 0
"1671" 28 4 5 0 -3 0
"1672" 28 4 6 1 0 0
"1673" 28 4 7 1 -4 0
